Source,Title,Content,Section,URL,Date
Expansión - Economía,rendimiento cetes tocar nivel enero,rendimiento cetes tener tasa bajo enero expectativa banxico hacer recort tasa referencia,Economía,https://expansion.mx/economia/2024/09/10/cetes-rendimiento-bajo-28-dias-caen,10/09/2024
Expansión - Tecnología,líder tecnológico acudir casa blanca hablar ia cnn,funcionarios alto rango líder tecnológico dar cita hablar recurso energético infraestructura necesario impulsar herramienta,Tecnología,https://expansion.mx/tecnologia/2024/09/12/lideres-tecnologicos-casa-blanca-ia,12/09/2024
Expansión - Tecnología,openai lanzar serie modelo ia capacidad razonamiento,modelo conocido internamente strawberry alto calificación prueba matemática codificación empresa reconocer respuesta limitado,Tecnología,https://expansion.mx/tecnologia/2024/09/12/openai-lanza-una-nueva-serie-de-modelos-de-ia-con-capacidad-de-razonamiento,12/09/2024
Expansión - Tecnología,ue empresa videojuego,foco torno big tech organismo regulador buscar esclarecer práctica compañía fortnite,Tecnología,https://expansion.mx/tecnologia/2024/09/12/la-ue-ahora-va-por-empresas-de-videojuegos,12/09/2024
Expansión - Tecnología,escritura manual código contado vaticinar ceo nvidia,jensen huang ingeniero software estar acompañado asistente digital hora semana,Tecnología,https://expansion.mx/tecnologia/2024/09/12/ceo-nvidia-vaticina-escritura-codigo-tiene-dias-contados,12/09/2024
La Jornada: Deportes,olímpico conquistar zúrich,campeón olímpico remco evenepoel imagen grace brown conquistar ayer prueba contrarreloj mundial ciclismo celebrar suiza brown australiana año proclamar campeona mundo quedar año evenepoel revalidar título kilómetro zúrich tiempo minuto segundo belga año competir carrera ruta domingo,Deportes,https://www.jornada.com.mx/2024/09/23/deportes/a12n3dep?partner=rss,23/09/2024
La Jornada: Deportes,charlyn corral lograr doblete mantener invicto pachuca empatar chivas,duelo vertiginoso charlyn corral firmar doblete pachuca igualar chivas mantener invicto puesto jornada torneo clausura liga mx femenil tuzas sumar unidad espera duelo tigres tijuana confirmar liderato tapatía ubicar quinto puesto unidad temporada irregular,Deportes,https://www.jornada.com.mx/2024/09/23/deportes/a09n2dep?partner=rss,23/09/2024
La Jornada: Deportes,pumas sufrir rescatar victoria xolos,pumas sufrir rescatar domingo importante triunfo xolos tijuana resultado catapultar zona liguilla duelo correspondiente jornada torneo apertura liga mx efectuado estadio olímpico universitario,Deportes,https://www.jornada.com.mx/2024/09/23/deportes/a09n1dep?partner=rss,23/09/2024
La Jornada: Deportes,alcaraz triunfo decisivo europa campeón copa laver,parís europa conquistar ayer copa laver tenis combinado resto mundo gracias victoria español carlos alcaraz taylor fritz duelo singl,Deportes,https://www.jornada.com.mx/2024/09/23/deportes/a11n2dep?partner=rss,23/09/2024
La Jornada: Deportes,jefes continuar invicto superar halcones,atlanta patrick mahomes lanzar par pase anotación defensivo kansas city par defensa tardía mantener jefes invicto vencer halcones atlanta,Deportes,https://www.jornada.com.mx/2024/09/23/deportes/a35n2dep?partner=rss,23/09/2024
La Jornada: Deportes,tigres batallar vencer lugar torneo,duelo complejo esperado sebastián córdova lograr dar él tigres triunfo sotanero ciudad juárez jornada torneo clausura liga mx victoria felino escalar puesto tabla general unidad punto diferencia líder cruz azul,Deportes,https://www.jornada.com.mx/2024/09/23/deportes/a35n1dep?partner=rss,23/09/2024
La Jornada: Deportes,dallas esperanza frustración,lamar jackson baltimore resistir intento remontado dallas anotación estelar mariscal campo cuervos derrotar vaqueros encuentro marcado suspenso minuto final,Deportes,https://www.jornada.com.mx/2024/09/23/deportes/a11n1dep?partner=rss,23/09/2024
La Jornada: Deportes,lar norris superar verstappen premio singapur,singapur lar norris sortear par susto muro ganar contundencia premio singapur recortar punto diferencia max verstappen líder campeonato fórmula resultado mexicano sergio pérez completamente inesperar terminar décimo lugar dificultad rebasar llevar punto repartir carrera,Deportes,https://www.jornada.com.mx/2024/09/23/deportes/a12n1dep?partner=rss,23/09/2024
La Jornada: Deportes,tercer cuadrangular mexicano jonathan aranda tampa bay,st petersburgo mexicano jonathan aranda pegar cuadrangular tercer partido consecutivo rays tampa bay vencer azulejos completar barrida serie juego,Deportes,https://www.jornada.com.mx/2024/09/23/deportes/a12n2dep?partner=rss,23/09/2024
La Jornada: Deportes,haaland marcar gol empate city,erling haaland marcar gol manchester city delantero comparado androide número historia puro noruego poner equipo arsenal jugador inspirar empate minuto john stones encargar sentenciar,Deportes,https://www.jornada.com.mx/2024/09/23/deportes/a10n1dep?partner=rss,23/09/2024
La Jornada: Deportes,alerta lesión santi giménez,delantero mexicano santiago giménez encender alarma feyenoord salir cambio mitad encuentro equipo superar nac breda liga países bajos tricolor aparente molestia muscular permitir abandonar campo pie sustituir,Deportes,https://www.jornada.com.mx/2024/09/23/deportes/a10n2dep?partner=rss,23/09/2024
La Jornada: Deportes,marlene santos alejo balance jornada,increíble parecer equipo milloneta favorito liga mx sufrir perder estribo américa monterrey empatar duras pena cruz azul ganar mínimo ventaja chivas sumar frente colero emoción regalar fecha doble nota quejoso andré jardine timonel amarillo ivar sisniega titular federación mexicana futbol preocupado bajo entrada unidos pedir transmitir mensaje positivo apoyo selección,Deportes,https://www.jornada.com.mx/2024/09/23/opinion/a10o1dep?partner=rss,23/09/2024
La Jornada: Economía,afores ganar mdp gestionar ahorro trabajador,ganancia obtener administradora fondos retiro afore mes cuidar recurso pensionario millón mexicano aumentar ciento anual cifra cierre agosto revelar dato oficial,Economía,https://www.jornada.com.mx/2024/09/23/economia/021n1eco?partner=rss,23/09/2024
La Jornada: Economía,enrique galván ochoa dinero,presidenta república tomar posesión martes claudia sheinbaum pardo asistir congreso nacional morena partido distancia pedir abdicar título jefa partido jefa gobierno jefa comandanto suprema fuerza armado organización guinda enarbolacer bandera fundar presidente andrés manuel lópez obrador anunciar mil retirar quinta palenque asegurar llevar vida aislamiento política político recibir amigo círculo íntimo elegir dirigir formalmente partido luisa maría alcalde presidenta andrés andy lópez beltrán secretario organización ojo voz,Economía,https://www.jornada.com.mx/2024/09/23/opinion/006o1eco?partner=rss,23/09/2024
La Jornada: Economía,león bendesky ejemplo,escritor inglés wells apuntar historia supervivencia depender carrera educación catástrofe idea adecuar reflexionar cuestión relevante persistente violencia mundo incapacidad humanidad contener degradación ambiente,Economía,https://www.jornada.com.mx/2024/09/23/economia/023a1eco?partner=rss,23/09/2024
La Jornada: Economía,mejorar condición económico millón hogar mexicano,política económico social poner marcha gobierno presidente andrés manuel lópez obrador concluir septiembre generar mejor condición económico millón hogar mexicano programa transferencia grupo específico población elevar pensión adulto mayor promover crecimiento real salario principalmente coincidir especialista,Economía,https://www.jornada.com.mx/2024/09/23/economia/023n1eco?partner=rss,23/09/2024
La Jornada: Economía,concentra manufactura flujo inversión extranjero,enero septiembre sector privado anuncio inversión méxico mil millón dólares revelar dato actualizado secretaría economía,Economía,https://www.jornada.com.mx/2024/09/23/economia/021n2eco?partner=rss,23/09/2024
La Jornada: Economía,economía país transitar crisis,,Economía,https://www.jornada.com.mx/2024/09/23/economia/022n1eco?partner=rss,23/09/2024
La Jornada: Economía,alistar inauguración museo vivo muralismo,gobierno presidente andrés manuel lópez obrador concluir obra restauración rehabilitación mantenimiento museo vivo muralismo mvm prever inaugurar semana edificio histórico secretaría educación pública sep reconocido patrimonio mundial organización naciones unidas educación ciencia cultura unesco,Economía,https://www.jornada.com.mx/2024/09/23/economia/015n1eco?partner=rss,23/09/2024
La Jornada: Economía,carlos méxico sa,gerent neoliberal miguel madrid enrique peña nieto depredar país entregar él capital gobierno anterior disfrazado heredero revolución lejanamente sexteto idea sexenio neoliberal participar medida ciento rama actividad económico nacional,Economía,https://www.jornada.com.mx/2024/09/23/opinion/022o1eco?partner=rss,23/09/2024
La Jornada: Economía,denunciar competencia desleal ambulant compraventa divisa,centro cambiario pequeño establecimiento comprar vender moneda equivalente mil dólares enfrentar competencia desleal entidad ambulante realizar actividad asociación representar sector,Economía,https://www.jornada.com.mx/2024/09/23/economia/024n1eco?partner=rss,23/09/2024
La Jornada: Economía,david márquez ayala reporte económico,múltiple logro administración terminar producción alimento avance autosuficiencia desafortunadamente producción grano básico alimentación mexicano maíz trigo frijol arroz ascender millón tonelada producción gráfico producto periodo producción maíz aumentar trigo decreceír frijol arroz,Economía,https://www.jornada.com.mx/2024/09/23/opinion/024o1eco?partner=rss,23/09/2024
La Jornada: Cultura,anahit maría salir bretaña armenia,exhibición diosa madre anahit maría realizado originalmente museo británico prestar exclusivo mes museo historia armenia ubicado ciudad yerevan muestra reflexión papel femenino materno distinto deidad variado cultura imagen cabeza estatua bronce diós anahit perteneciente cultura persa datar siglo i cristo,Cultura,https://www.jornada.com.mx/2024/09/23/cultura/a05n2cul?partner=rss,23/09/2024
La Jornada: Cultura,obra nombres combate reúnir foro gruta historia vida resistencia,historia merecer contar resultar dolorosa heroico testimonio vida cariño resistencia martín lópez brie dramaturgo director nombres combate obra documental presentar foro gruta enfrentar dificultad pandemia,Cultura,https://www.jornada.com.mx/2024/09/23/cultura/a05n1cul?partner=rss,23/09/2024
La Jornada: Cultura,hermann bellinghausen stravinski vendedora disco,año siglo xx ciudad méxico deber tranquilo optimista promisoria cielo azul limpio sorprender normal ciudad lago finalmente derrotado futuro familia venido parecido salir película soler pedro infante joaquín pardavé conformar varón hembra tono época debilidad madre derecho hombre sagrado contar alcohólico vividor perezoso odiar mexicano menor edad único estudiar carrera obligación aportar casa querer pasar dificultad financiero arrancado mamá gustar trabajo papá hacer mala ganar ver hora ir caza escuchar ópera música clásico amigo comenzar recibir pensión burócrata,Cultura,https://www.jornada.com.mx/2024/09/23/cultura/a04a1cul?partner=rss,23/09/2024
La Jornada: Cultura,murió fredric jameson crítico capitalismo referente marxismo eu,fredric jameson crítico teórico catedrático literario estadunidense fallecer domingo año editorial verso libros red social,Cultura,https://www.jornada.com.mx/2024/09/23/cultura/a04n1cul?partner=rss,23/09/2024
La Jornada: Cultura,lópez obrador inaugurar veracruz centro cultural leyes reforma,veracruz presidente andrés manuel lópez obrador inaugurar ayer puerto veracruz centro cultural leyes reforma recorrido recién rehabilitado casa benito juárez espacio abrir puerta visitante noviembre buscar generar reflexión ley importante publicado siglo xix,Cultura,https://www.jornada.com.mx/2024/09/23/cultura/a02n1cul?partner=rss,23/09/2024
La Jornada: Cultura,inmueble patrimonial testigo permanente transición histórico,veracruz recinto casa benito juárez centro cultural leyes reforma centro histórico puerto veracruz inaugurado semana gobierno federal estar abierto público noviembre buscar promover conocimiento periodo histórico reforma importancia legado cívico sociedad actual,Cultura,https://www.jornada.com.mx/2024/09/23/cultura/a03n1cul?partner=rss,23/09/2024
Expansión - Economía,fitch descartar degradar calificación méxico reforma judicial,agencia calificadora ver finanza sólido esperar prudencia fiscal claudia sheinbaum,Economía,https://expansion.mx/economia/2024/09/12/descartan-degradar-calificacion-mexico-reforma-judicial,13/09/2024
